¾úÖê: AF32-8AC
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
GBNPKNOO_01677  | JILCCPBI_01859
GBNPKNOO_01678  | JILCCPBI_01860
GBNPKNOO_01679  | JILCCPBI_01861
GBNPKNOO_01680  | JILCCPBI_01862
GBNPKNOO_01681  | JILCCPBI_01863
GBNPKNOO_01682  | JILCCPBI_01864
GBNPKNOO_01683  | JILCCPBI_01865
GBNPKNOO_01684  | JILCCPBI_01869
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | JILCCPBI_01872
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | JILCCPBI_01874
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_958353575
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | EIKOAOOO_02037
GBNPKNOO_01667  | EIKOAOOO_02038
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | EIKOAOOO_02040
GBNPKNOO_01670  | EIKOAOOO_02041
GBNPKNOO_01671  | EIKOAOOO_02042
GBNPKNOO_01672  | EIKOAOOO_02043
GBNPKNOO_01673  | EIKOAOOO_02044
GBNPKNOO_01674  | EIKOAOOO_02045
GBNPKNOO_01675  | EIKOAOOO_02046
GBNPKNOO_01676  | EIKOAOOO_02047
GBNPKNOO_01677  | EIKOAOOO_02048
GBNPKNOO_01678  | EIKOAOOO_02049
GBNPKNOO_01679  | EIKOAOOO_02050
GBNPKNOO_01680  | EIKOAOOO_02051
GBNPKNOO_01681  | EIKOAOOO_02052
GBNPKNOO_01682  | EIKOAOOO_02053
GBNPKNOO_01683  | EIKOAOOO_02054
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_958365925
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | LGOLFDIP_02447
GBNPKNOO_01667  | LGOLFDIP_02448
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | LGOLFDIP_02450
GBNPKNOO_01670  | LGOLFDIP_02451
GBNPKNOO_01671  | LGOLFDIP_02452
GBNPKNOO_01672  | LGOLFDIP_02453
GBNPKNOO_01673  | LGOLFDIP_02454
GBNPKNOO_01674  | LGOLFDIP_02455
GBNPKNOO_01675  | LGOLFDIP_02456
GBNPKNOO_01676  | LGOLFDIP_02457
GBNPKNOO_01677  | LGOLFDIP_02458
GBNPKNOO_01678  | LGOLFDIP_02459
GBNPKNOO_01679  | LGOLFDIP_02460
GBNPKNOO_01680  | LGOLFDIP_02461
GBNPKNOO_01681  | LGOLFDIP_02462
GBNPKNOO_01682  | LGOLFDIP_02463
GBNPKNOO_01683  | LGOLFDIP_02464
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_958415745
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | HFJLHJIF_01449
GBNPKNOO_01667  | HFJLHJIF_01448
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | HFJLHJIF_01446
GBNPKNOO_01670  | HFJLHJIF_01445
GBNPKNOO_01671  | HFJLHJIF_01444
GBNPKNOO_01672  | HFJLHJIF_01443
GBNPKNOO_01673  | HFJLHJIF_01442
GBNPKNOO_01674  | HFJLHJIF_01441
GBNPKNOO_01675  | HFJLHJIF_01440
GBNPKNOO_01676  | HFJLHJIF_01439
GBNPKNOO_01677  | HFJLHJIF_01438
GBNPKNOO_01678  | HFJLHJIF_01437
GBNPKNOO_01679  | HFJLHJIF_01436
GBNPKNOO_01680  | HFJLHJIF_01435
GBNPKNOO_01681  | HFJLHJIF_01434
GBNPKNOO_01682  | HFJLHJIF_01433
GBNPKNOO_01683  | HFJLHJIF_01432
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_958421125
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | FKEODDKJ_01317
GBNPKNOO_01667  | FKEODDKJ_01316
GBNPKNOO_01668  | FKEODDKJ_01315
GBNPKNOO_01669  | FKEODDKJ_01314
GBNPKNOO_01670  | FKEODDKJ_01313
GBNPKNOO_01671  | FKEODDKJ_01312
GBNPKNOO_01672  | FKEODDKJ_01311
GBNPKNOO_01673  | FKEODDKJ_01310
GBNPKNOO_01674  | FKEODDKJ_01309
GBNPKNOO_01675  | FKEODDKJ_01308
GBNPKNOO_01676  | FKEODDKJ_01307
GBNPKNOO_01677  | FKEODDKJ_01306
GBNPKNOO_01678  | FKEODDKJ_01305
GBNPKNOO_01679  | FKEODDKJ_01304
GBNPKNOO_01680  | FKEODDKJ_01303
GBNPKNOO_01681  | FKEODDKJ_01302
GBNPKNOO_01682  | FKEODDKJ_01301
GBNPKNOO_01683  | FKEODDKJ_01300
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_958434715
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | KCIEIMLB_00263
GBNPKNOO_01667  | KCIEIMLB_00264
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | KCIEIMLB_00266
GBNPKNOO_01670  | KCIEIMLB_00267
GBNPKNOO_01671  | KCIEIMLB_00268
GBNPKNOO_01672  | KCIEIMLB_00269
GBNPKNOO_01673  | KCIEIMLB_00270
GBNPKNOO_01674  | KCIEIMLB_00271
GBNPKNOO_01675  | KCIEIMLB_00272
GBNPKNOO_01676  | KCIEIMLB_00273
GBNPKNOO_01677  | KCIEIMLB_00274
GBNPKNOO_01678  | KCIEIMLB_00275
GBNPKNOO_01679  | KCIEIMLB_00276
GBNPKNOO_01680  | KCIEIMLB_00277
GBNPKNOO_01681  | KCIEIMLB_00278
GBNPKNOO_01682  | KCIEIMLB_00279
GBNPKNOO_01683  | KCIEIMLB_00280
GBNPKNOO_01684  | KCIEIMLB_00281
GBNPKNOO_01685  | KCIEIMLB_00283
GBNPKNOO_01686  | KCIEIMLB_00284
GBNPKNOO_01687  | KCIEIMLB_00285
GBNPKNOO_01688  | KCIEIMLB_00286
GBNPKNOO_01689  | KCIEIMLB_00287
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_958441855
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | DNCGEENM_02030
GBNPKNOO_01667  | DNCGEENM_02031
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | DNCGEENM_02033
GBNPKNOO_01670  | DNCGEENM_02034
GBNPKNOO_01671  | DNCGEENM_02035
GBNPKNOO_01672  | DNCGEENM_02036
GBNPKNOO_01673  | DNCGEENM_02037
GBNPKNOO_01674  | DNCGEENM_02038
GBNPKNOO_01675  | DNCGEENM_02039
GBNPKNOO_01676  | DNCGEENM_02040
GBNPKNOO_01677  | DNCGEENM_02041
GBNPKNOO_01678  | DNCGEENM_02042
GBNPKNOO_01679  | DNCGEENM_02043
GBNPKNOO_01680  | DNCGEENM_02044
GBNPKNOO_01681  | DNCGEENM_02045
GBNPKNOO_01682  | DNCGEENM_02046
GBNPKNOO_01683  | DNCGEENM_02047
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_959018785
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | MCMNLIKO_01000
GBNPKNOO_01667  | MCMNLIKO_00999
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | MCMNLIKO_00997
GBNPKNOO_01670  | MCMNLIKO_00996
GBNPKNOO_01671  | MCMNLIKO_00995
GBNPKNOO_01672  | MCMNLIKO_00994
GBNPKNOO_01673  | MCMNLIKO_00993
GBNPKNOO_01674  | MCMNLIKO_00992
GBNPKNOO_01675  | MCMNLIKO_00991
GBNPKNOO_01676  | MCMNLIKO_00990
GBNPKNOO_01677  | MCMNLIKO_00989
GBNPKNOO_01678  | MCMNLIKO_00988
GBNPKNOO_01679  | MCMNLIKO_00987
GBNPKNOO_01680  | MCMNLIKO_00986
GBNPKNOO_01681  | MCMNLIKO_00985
GBNPKNOO_01682  | MCMNLIKO_00984
GBNPKNOO_01683  | MCMNLIKO_00983
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_959024715
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | BEBOBGKK_00406
GBNPKNOO_01667  | BEBOBGKK_00407
GBNPKNOO_01668  | BEBOBGKK_00408
GBNPKNOO_01669  | BEBOBGKK_00409
GBNPKNOO_01670  | BEBOBGKK_00410
GBNPKNOO_01671  | BEBOBGKK_00411
GBNPKNOO_01672  | BEBOBGKK_00412
GBNPKNOO_01673  | BEBOBGKK_00413
GBNPKNOO_01674  | BEBOBGKK_00414
GBNPKNOO_01675  | BEBOBGKK_00415
GBNPKNOO_01676  | BEBOBGKK_00416
GBNPKNOO_01677  | BEBOBGKK_00417
GBNPKNOO_01678  | BEBOBGKK_00418
GBNPKNOO_01679  | BEBOBGKK_00419
GBNPKNOO_01680  | BEBOBGKK_00420
GBNPKNOO_01681  | BEBOBGKK_00421
GBNPKNOO_01682  | BEBOBGKK_00422
GBNPKNOO_01683  | BEBOBGKK_00423
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_959028065
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | NBHIKOHF_01147
GBNPKNOO_01667  | NBHIKOHF_01146
GBNPKNOO_01668  | NBHIKOHF_01145
GBNPKNOO_01669  | NBHIKOHF_01144
GBNPKNOO_01670  | NBHIKOHF_01143
GBNPKNOO_01671  | NBHIKOHF_01142
GBNPKNOO_01672  | NBHIKOHF_01141
GBNPKNOO_01673  | NBHIKOHF_01140
GBNPKNOO_01674  | NBHIKOHF_01139
GBNPKNOO_01675  | NBHIKOHF_01138
GBNPKNOO_01676  | NBHIKOHF_01137
GBNPKNOO_01677  | NBHIKOHF_01136
GBNPKNOO_01678  | NBHIKOHF_01135
GBNPKNOO_01679  | NBHIKOHF_01134
GBNPKNOO_01680  | NBHIKOHF_01133
GBNPKNOO_01681  | NBHIKOHF_01132
GBNPKNOO_01682  | NBHIKOHF_01131
GBNPKNOO_01683  | NBHIKOHF_01130
GBNPKNOO_01684  | NBHIKOHF_01106
GBNPKNOO_01685  | NBHIKOHF_01104
GBNPKNOO_01686  | NBHIKOHF_01103
GBNPKNOO_01687  | NBHIKOHF_01102
GBNPKNOO_01688  | NBHIKOHF_01101
GBNPKNOO_01689  | NBHIKOHF_01100
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_959601315
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | EPGFBHHK_01887
GBNPKNOO_01667  | EPGFBHHK_01886
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | EPGFBHHK_01884
GBNPKNOO_01670  | EPGFBHHK_01883
GBNPKNOO_01671  | EPGFBHHK_01882
GBNPKNOO_01672  | EPGFBHHK_01881
GBNPKNOO_01673  | EPGFBHHK_01880
GBNPKNOO_01674  | EPGFBHHK_01879
GBNPKNOO_01675  | EPGFBHHK_01878
GBNPKNOO_01676  | EPGFBHHK_01877
GBNPKNOO_01677  | EPGFBHHK_01876
GBNPKNOO_01678  | EPGFBHHK_01875
GBNPKNOO_01679  | EPGFBHHK_01874
GBNPKNOO_01680  | EPGFBHHK_01873
GBNPKNOO_01681  | EPGFBHHK_01872
GBNPKNOO_01682  | EPGFBHHK_01871
GBNPKNOO_01683  | EPGFBHHK_01870
GBNPKNOO_01684  | EPGFBHHK_01869
GBNPKNOO_01685  | EPGFBHHK_01867
GBNPKNOO_01686  | EPGFBHHK_01866
GBNPKNOO_01687  | EPGFBHHK_01865
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | EPGFBHHK_01863
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_965142725
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | FHGLEKLH_00303
GBNPKNOO_01667  | FHGLEKLH_00302
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | FHGLEKLH_00300
GBNPKNOO_01670  | FHGLEKLH_00299
GBNPKNOO_01671  | FHGLEKLH_00298
GBNPKNOO_01672  | FHGLEKLH_00297
GBNPKNOO_01673  | FHGLEKLH_00296
GBNPKNOO_01674  | FHGLEKLH_00295
GBNPKNOO_01675  | FHGLEKLH_00294
GBNPKNOO_01676  | FHGLEKLH_00293
GBNPKNOO_01677  | FHGLEKLH_00292
GBNPKNOO_01678  | FHGLEKLH_00291
GBNPKNOO_01679  | FHGLEKLH_00290
GBNPKNOO_01680  | FHGLEKLH_00289
GBNPKNOO_01681  | FHGLEKLH_00288
GBNPKNOO_01682  | FHGLEKLH_00287
GBNPKNOO_01683  | FHGLEKLH_00286
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: JG_BgPS064
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | HPLNMMHI_00642
GBNPKNOO_01667  | HPLNMMHI_00641
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | HPLNMMHI_00639
GBNPKNOO_01670  | HPLNMMHI_00638
GBNPKNOO_01671  | HPLNMMHI_00637
GBNPKNOO_01672  | HPLNMMHI_00636
GBNPKNOO_01673  | HPLNMMHI_00635
GBNPKNOO_01674  | HPLNMMHI_00634
GBNPKNOO_01675  | HPLNMMHI_00633
GBNPKNOO_01676  | HPLNMMHI_00632
GBNPKNOO_01677  | HPLNMMHI_00631
GBNPKNOO_01678  | HPLNMMHI_00630
GBNPKNOO_01679  | HPLNMMHI_00629
GBNPKNOO_01680  | HPLNMMHI_00628
GBNPKNOO_01681  | HPLNMMHI_00627
GBNPKNOO_01682  | HPLNMMHI_00626
GBNPKNOO_01683  | HPLNMMHI_00625
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | HPLNMMHI_00621
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | HPLNMMHI_02010
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: L2_6
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | LAOEMDBB_03008
GBNPKNOO_01667  | LAOEMDBB_03009
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | LAOEMDBB_03011
GBNPKNOO_01670  | LAOEMDBB_03012
GBNPKNOO_01671  | LAOEMDBB_03013
GBNPKNOO_01672  | LAOEMDBB_03014
GBNPKNOO_01673  | LAOEMDBB_03015
GBNPKNOO_01674  | LAOEMDBB_03016
GBNPKNOO_01675  | LAOEMDBB_03017
GBNPKNOO_01676  | LAOEMDBB_03018
GBNPKNOO_01677  | LAOEMDBB_03019
GBNPKNOO_01678  | LAOEMDBB_03020
GBNPKNOO_01679  | LAOEMDBB_03021
GBNPKNOO_01680  | LAOEMDBB_03022
GBNPKNOO_01681  | LAOEMDBB_03023
GBNPKNOO_01682  | LAOEMDBB_03024
GBNPKNOO_01683  | LAOEMDBB_03025
GBNPKNOO_01684  | LAOEMDBB_03026
GBNPKNOO_01685  | LAOEMDBB_03027
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | LAOEMDBB_03028
GBNPKNOO_01689  | LAOEMDBB_03029
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: Marseille-P9312
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | EIJCJNAF_01927
GBNPKNOO_01667  | EIJCJNAF_01928
GBNPKNOO_01668  | EIJCJNAF_01929
GBNPKNOO_01669  | EIJCJNAF_01930
GBNPKNOO_01670  | EIJCJNAF_01931
GBNPKNOO_01671  | EIJCJNAF_01932
GBNPKNOO_01672  | EIJCJNAF_01933
GBNPKNOO_01673  | EIJCJNAF_01934
GBNPKNOO_01674  | EIJCJNAF_01935
GBNPKNOO_01675  | EIJCJNAF_01936
GBNPKNOO_01676  | EIJCJNAF_01937
GBNPKNOO_01677  | EIJCJNAF_01938
GBNPKNOO_01678  | EIJCJNAF_01939
GBNPKNOO_01679  | EIJCJNAF_01940
GBNPKNOO_01680  | EIJCJNAF_01941
GBNPKNOO_01681  | EIJCJNAF_01942
GBNPKNOO_01682  | EIJCJNAF_01943
GBNPKNOO_01683  | EIJCJNAF_01944
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: scaffold_AFF13-7A
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | JKDIEBHH_00869
GBNPKNOO_01667  | JKDIEBHH_00868
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | JKDIEBHH_00866
GBNPKNOO_01670  | JKDIEBHH_00865
GBNPKNOO_01671  | JKDIEBHH_00864
GBNPKNOO_01672  | JKDIEBHH_00863
GBNPKNOO_01673  | JKDIEBHH_00862
GBNPKNOO_01674  | JKDIEBHH_00861
GBNPKNOO_01675  | JKDIEBHH_00860
GBNPKNOO_01676  | JKDIEBHH_00859
GBNPKNOO_01677  | JKDIEBHH_00858
GBNPKNOO_01678  | JKDIEBHH_00857
GBNPKNOO_01679  | JKDIEBHH_00856
GBNPKNOO_01680  | JKDIEBHH_00855
GBNPKNOO_01681  | JKDIEBHH_00854
GBNPKNOO_01682  | JKDIEBHH_00853
GBNPKNOO_01683  | JKDIEBHH_00852
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: scaffold_CM04-06A
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | JCMFHIAD_01424
GBNPKNOO_01667  | JCMFHIAD_01425
GBNPKNOO_01668  | JCMFHIAD_01426
GBNPKNOO_01669  | JCMFHIAD_01427
GBNPKNOO_01670  | JCMFHIAD_01428
GBNPKNOO_01671  | JCMFHIAD_01429
GBNPKNOO_01672  | JCMFHIAD_01430
GBNPKNOO_01673  | JCMFHIAD_01431
GBNPKNOO_01674  | JCMFHIAD_01432
GBNPKNOO_01675  | JCMFHIAD_01433
GBNPKNOO_01676  | JCMFHIAD_01434
GBNPKNOO_01677  | JCMFHIAD_01435
GBNPKNOO_01678  | JCMFHIAD_01436
GBNPKNOO_01679  | JCMFHIAD_01437
GBNPKNOO_01680  | JCMFHIAD_01438
GBNPKNOO_01681  | JCMFHIAD_01439
GBNPKNOO_01682  | JCMFHIAD_01440
GBNPKNOO_01683  | JCMFHIAD_01441
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | JCMFHIAD_01449
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

